,content
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_51.csv_2,申付候ニ就而ハ村役人共ニおゐても不都合ニ
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_52.csv_1,義ハ村役人共取調之上商仕らせ候義ハ不苦候右申付
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_53.csv_1,相聞候右様之類ハ村浦役人共屹と取究可申右申
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_53.csv_2,義有之候得ハ屹と咎可申付候条村役人共よりも速ニ
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_55.csv_1,○【朱】拾八　　村々役人共へ申渡覚
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_61.csv_1,不仕様村々役人共より作人小百姓ニ至迄不相洩
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_61.csv_2,不相悖様御留野村々役人共始百姓共へ篤と相
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_61.csv_3,前廣村役人共ゟ場處書付を以願出可申事
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_62.csv_1,月　　日　　　　　　役人共連判
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_66.csv_1,別紙之通庄屋中両傳馬組合村々役人共ゟ海部郡
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_66.csv_2,日和浦御陣屋へ阿波郡筋ゟ御出張御交代之御役人
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_66.csv_3,之御役人送夫之義ハ御仕居成申通中往来
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_70.csv_1,郷御奉行も相心得市中者町々役人共ゟ小前之
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_70.csv_2,者迄懇ニ申聞村浦役人共も同断小百姓ニ至迄
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_70.csv_3,組下役人共早々各手許へ呼懸厚御申渡之上
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_70.csv_4,夫々小百姓ニ至迄懇ニ申聞候段役人共ゟ請書
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_76.csv_1,御山下廿四ケ村浦役人共篤と相心得頭百姓
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_76.csv_2,但諸品市賣之儀ハ村浦役人共
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_77.csv_1,可仕御趣等被仰聞此段村々役人共へ厚申聞
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_77.csv_2,猶又其後村役人共ニ頭百姓江も於御役處様
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_81.csv_1,御趣意難有相心得夫々其方共ゟ組村浦役人共へ
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_82.csv_1,村役人注進書之義者御役場手代當指出
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_86.csv_1,申付候条在々役人共へハ勿論其餘壱統へ
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_90.csv_1,相聞自然願ニ相振趣【？】意不弁之者共役人之申聞
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_90.csv_2,向後右様之儀無之候様村々役人共始懇ニ申聞且
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_93.csv_1,相心懸疑敷相見候者有之候得ハ召捕役人共手元江
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_93.csv_2,為申出役人ゟ注進可申出候猶吟味之上不正之趣ニ應シ
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_98.csv_1,村役人共へ重々為相心得此書付も名
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_102.csv_1,就而者其方共ゟ村々役人始メ小百姓共ニ至迄厚
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_104.csv_1,精堀浚相速取候者村々役人共罷出候百姓共へ
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_105.csv_1,一目安願自村之義者役人共於手元双方
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_105.csv_2,之義者役人鍛合候上奥書相認可申事
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_105.csv_3,村役人ゟ繪圖面ヲ以伺書取調指圖之上
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_106.csv_1,候条其方共組村浦役人小百姓共へ至迄不洩様
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_107.csv_1,其村々役人幷頭百姓壱両人同道罷出可指出候
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_108.csv_1,御普請役手元へ村役人之内罷出仕様写取セ候
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_108.csv_2,同断村毎役人并頭百姓壱両人同道罷出仕様
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_108.csv_3,写取罷帰候上外役人ハ勿論百姓共壱統右
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_112.csv_1,違犯之者有之候得ハ其處役人共も越度可申付候条
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_114.csv_1,相調候得ハ村役人共ゟ石数買米等相記
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_119.csv_1,吉時ニ遂穿鑿役人共付添最寄御境
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_119.csv_2,究向手弛ニ不相成様役人共重々厚
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_120.csv_1,村々役人共へ申付御馬通行差支ニ相成
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_138.csv_1,候ニ付右様之心得違無之様近在役人共始
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_139.csv_1,役人共へも同様可申付事
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_145.csv_1,一諸郡之義ハ組切郷目付共村役人付添番非人召連村数
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_146.csv_1,一御境目ニおゐて追拂之者之義ハ其村役人ゟ国處名面
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_146.csv_2,一舩送りニ相成候者之義ハ津田浦迄送来出張之御役人へ
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_146.csv_3,引渡国處名面指出書ニ御役人承知印ヲ取帰り懸御郡
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_146.csv_4,義ハ難渋人給物融通向第一ニいたし候趣意ニ付御役人
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_147.csv_1,一御国人別之者四国辺路罷出度村役人手許へ切手願ニ
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_148.csv_1,事ニ候依而ハ右取行方之義左書之次第をも相心得候様村役人
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_148.csv_2,村役人郷目付共ゟ番非人共へ心得方申渡受書取置候様
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_149.csv_1,但送り出候村役人ゟ頭何人相送り候と相認送り手形
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_149.csv_2,役人共付添最寄御境目ニおゐて追拂之上国處名面帳面ニ
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_150.csv_1,ニ而難渋之者共者村役人へ案内いたし快気之上順路出立申付候事
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_150.csv_2,遂穿鑿役人共付添最寄御境目ニおゐて追拂之上
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_150.csv_3,手弛ニ相成不申様役人共重々厚可相心得候事
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_152.csv_1,役人共始申聞何れも追々令承知候時ハ
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_156.csv_1,村役人
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_162.csv_1,但本文之義難渋之者ハ勿論村役人之外江ハ
